extuserid,classcode,category,pe_category,attempt_end_index,category_type,classType
std_9T4D-8JHj_1706499203215_83,9T4D-8JHj,M5,m5pe,4,M,normal
std_McED-26z7_1706502662287_51,McED-26z7,L8,l8pe,4,L,normal
std_rdU4-HR3c_1706497762832_13,rdU4-HR3c,L1,l1pe,3,L,normal
std_dKcG-EpRK_1706498110666_34,dKcG-EpRK,L7,l7pe,3,L,normal
std_2F9K-cr7V_1732012320659_13,2F9K-cr7V,L1,l1pe,3,L,normal
std_wLcx-c9vJ_1732012880941_41,wLcx-c9vJ,L3,l3pe,4,L,normal
std_46pV-i787_1706502653453_50,46pV-i787,L8,l8pe,4,L,normal
std_s793-R8ge_1706514111864_44,s793-R8ge,L7,l7pe,3,L,normal
std_AbPJ-q7Hb_1732020354976_20,AbPJ-q7Hb,L1,l1pe,3,L,normal
std_LTI_t69r-DQxd_1758451405890_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_LTI_Beyt-HwZr_1758522640815_2,Beyt-HwZr,H5,h5pe,4,H,LTI
std_LTI_46jN-dg3C_1758522601986_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_LTI_6cXB-r9pz_1758286236146_4,6cXB-r9pz,L2,l2pe,4,L,LTI
std_82V4-qYnv_1706513386126_5,82V4-qYnv,L1,l1pe,3,L,normal
std_LTI_b437-F2hD_1758451273075_6,b437-F2hD,L2,l2pe,4,L,LTI
std_Z89R-G3e2_1706499212437_86,Z89R-G3e2,H1,h1pe,4,H,normal
std_LTI_t69r-DQxd_1758451416639_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_t9L8-W4cX_1706510820604_29,t9L8-W4cX,L3,l3pe,4,L,normal
std_LTI_xRMY-DRq2_1758451324455_3,xRMY-DRq2,L2,l2pe,4,L,LTI
std_LTI_ZNrt-ZJ7w_1758451747155_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_sx6k-2taL_1732020724895_41,sx6k-2taL,L3,l3pe,4,L,normal
std_y4LH-QVv6_1706513925216_35,y4LH-QVv6,L7,l7pe,3,L,normal
std_X8ya-K6n6_1732012842792_40,X8ya-K6n6,L3,l3pe,4,L,normal
std_LTI_46jN-dg3C_1758522428443_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_3R8H-BG78_1732013608785_77,3R8H-BG78,L9,l9pe,3,L,normal
std_q936-3Hxn_1706508607362_92,q936-3Hxn,H3,h3pe,4,H,normal
std_nrR3-vJtB_1706502704127_54,nrR3-vJtB,L8,l8pe,4,L,normal
std_MU6F-e73F_1706507768410_46,MU6F-e73F,L7,l7pe,3,L,normal
std_LTI_c6Q3-o7NU_1758451324096_5,c6Q3-o7NU,L2,l2pe,4,L,LTI
std_LTI_yJXV-bT3d_1758451506875_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_Rs7U-NUEA_1732021465160_76,Rs7U-NUEA,L9,l9pe,3,L,normal
std_T9t4-ELH7_1732012234399_7,T9t4-ELH7,H4,h4pe,4,H,normal
std_LTI_b437-F2hD_1758451391615_6,b437-F2hD,L2,l2pe,4,L,LTI
std_n696-FycF_1732013279749_61,n696-FycF,L8,l8pe,4,L,normal
std_P84v-CnQR_1706498109392_35,P84v-CnQR,L7,l7pe,3,L,normal
std_AqT4-QpVZ_1706511298527_52,AqT4-QpVZ,L8,l8pe,4,L,normal
std_qkJN-m62w_1706513338284_3,qkJN-m62w,L1,l1pe,3,L,normal
std_mDFM-p6U3_1706517694960_79,mDFM-p6U3,M4,m4pe,4,M,normal
std_LTI_8qKk-9EbR_1758451683696_20,8qKk-9EbR,L2,l2pe,4,L,LTI
std_yhvj-ZpET_1706514301571_55,yhvj-ZpET,L8,l8pe,4,L,normal
std_LTI_4QjU-6468_1758286469940_5,4QjU-6468,L2,l2pe,4,L,LTI
std_eC93-Qb2t_1706503446258_88,eC93-Qb2t,H1,h1pe,4,H,normal
std_LTI_6Zc7-q8fh_1758452050892_26,6Zc7-q8fh,M3,m3pe,4,M,LTI
std_n2hr-9wmw_1706511545682_67,n2hr-9wmw,L9,l9pe,3,L,normal
std_Bg79-RXo6_1706498666778_62,Bg79-RXo6,L9,l9pe,3,L,normal
std_3dWw-K76k_1706514556025_70,3dWw-K76k,M1,m1pe,4,M,normal
std_3KAB-cJ4L_1706498178897_37,3KAB-cJ4L,L7,l7pe,3,L,normal
std_A934-jGt8_1732013076074_51,A934-jGt8,L7,l7pe,3,L,normal
std_LTI_yJXV-bT3d_1758451517450_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_LTI_cZF2-TV3s_1758286428896_6,cZF2-TV3s,M3,m3pe,4,M,LTI
std_LTI_6XUi-P6Ca_1758522613818_8,6XUi-P6Ca,H7,h7pe,3,H,LTI
std_Wm4Q-iro2_1706503043738_70,Wm4Q-iro2,M1,m1pe,4,M,normal
std_LTI_xqzw-4CL3_1758451644906_12,xqzw-4CL3,L2,l2pe,4,L,LTI
std_4xYF-zUB3_1706516315800_5,4xYF-zUB3,L1,l1pe,3,L,normal
std_nrZs-KM7a_1706507651996_39,nrZs-KM7a,L7,l7pe,3,L,normal
std_wKUC-Ue79_1732013477165_72,wKUC-Ue79,L9,l9pe,3,L,normal
std_2KEe-HFKQ_1732020080985_7,2KEe-HFKQ,H4,h4pe,4,H,normal
std_r4xR-7h6i_1732021207131_65,r4xR-7h6i,L8,l8pe,4,L,normal
std_LTI_fPtq-64ox_1758451711086_19,fPtq-64ox,L2,l2pe,4,L,LTI
std_7kW8-4Ey7_1706508201847_69,7kW8-4Ey7,M1,m1pe,4,M,normal
std_TJCx-6Wsy_1706514407357_61,TJCx-6Wsy,L9,l9pe,3,L,normal
std_7svh-PE2D_1706513579860_15,7svh-PE2D,L1,l1pe,3,L,normal
std_c6pH-VDJt_1706516382030_7,c6pH-VDJt,L1,l1pe,3,L,normal
std_LTI_Qd29-XVP9_1758286285883_2,Qd29-XVP9,L2,l2pe,4,L,LTI
std_3Me7-saF7_1732013595812_78,3Me7-saF7,M1,m1pe,4,M,normal
std_6s3x-3X38_1706511107610_44,6s3x-3X38,L7,l7pe,3,L,normal
std_b9it-dD8A_1706497639684_7,b9it-dD8A,L1,l1pe,3,L,normal
std_Y7t2-PRMX_1706508061382_61,Y7t2-PRMX,L9,l9pe,3,L,normal
std_ajPR-WKH2_1706499408971_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_W9pT-neg6_1732013145783_55,W9pT-neg6,L7,l7pe,3,L,normal
std_N8B8-kcR2_1706514759338_80,N8B8-kcR2,M4,m4pe,4,M,normal
std_4o9w-7F3Y_1706501935688_11,4o9w-7F3Y,L1,l1pe,3,L,normal
std_Q7PA-7mnJ_1706514025613_40,Q7PA-7mnJ,L7,l7pe,3,L,normal
std_LTI_kCK3-C39V_1758286176069_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_ZhvZ-XxTk_1706513514794_13,ZhvZ-XxTk,L1,l1pe,3,L,normal
std_v9pC-kizB_1706498552300_59,v9pC-kizB,L9,l9pe,3,L,normal
std_Ym97-JqxN_1732021536489_81,Ym97-JqxN,M2,m2pe,4,M,normal
std_3R8H-BG78_1732013610583_77,3R8H-BG78,L9,l9pe,3,L,normal
std_LTI_RA3N-Mrj7_1758286324949_7,RA3N-Mrj7,M3,m3pe,4,M,LTI
std_9kTK-ujF2_1706497693827_9,9kTK-ujF2,L1,l1pe,3,L,normal
std_LTI_u7Nx-L4pG_1758452083884_28,u7Nx-L4pG,M3,m3pe,4,M,LTI
std_bE9e-kaTa_1706513408302_6,bE9e-kaTa,L1,l1pe,3,L,normal
std_M6wQ-69Ew_1706510914457_33,M6wQ-69Ew,L3,l3pe,4,L,normal
std_3dWw-K76k_1706514546174_70,3dWw-K76k,M1,m1pe,4,M,normal
std_LTI_c6Q3-o7NU_1758451427649_5,c6Q3-o7NU,L2,l2pe,4,L,LTI
std_LTI_8s8L-NU9J_1758452041802_29,8s8L-NU9J,M3,m3pe,4,M,LTI
std_876u-Cy6H_1706499217764_91,876u-Cy6H,H2,h2pe,4,H,normal
std_J7CM-E2qb_1706503412763_83,J7CM-E2qb,M5,m5pe,4,M,normal
std_F8RF-uky4_1706507936364_55,F8RF-uky4,L8,l8pe,4,L,normal
std_LTI_yJXV-bT3d_1758451564086_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_46pV-i787_1706502613826_50,46pV-i787,L8,l8pe,4,L,normal
std_6M97-xp64_1706502851289_59,6M97-xp64,L9,l9pe,3,L,normal
std_9gpu-Mi3P_1706511170323_47,9gpu-Mi3P,L7,l7pe,3,L,normal
std_LTI_odUn-Y4by_1758451329362_4,odUn-Y4by,L2,l2pe,4,L,LTI
std_A7R3-abav_1732021111890_61,A7R3-abav,L8,l8pe,4,L,normal
std_LTI_ZNrt-ZJ7w_1758451582281_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_3EPU-VvYm_1706511269548_51,3EPU-VvYm,L8,l8pe,4,L,normal
std_9oy8-FP43_1706511390398_57,9oy8-FP43,L8,l8pe,4,L,normal
std_vdo6-tZAu_1706514128934_46,vdo6-tZAu,L7,l7pe,3,L,normal
std_EPwD-4Zsu_1706521134693_82,EPwD-4Zsu,M5,m5pe,4,M,normal
std_osV8-MWLk_1706510851921_31,osV8-MWLk,L3,l3pe,4,L,normal
std_LTI_bKW9-e3Dz_1758522561503_6,bKW9-e3Dz,H7,h7pe,3,H,LTI
std_wKUC-Ue79_1732013489100_72,wKUC-Ue79,L9,l9pe,3,L,normal
std_haKy-qpRK_1706503535954_97,haKy-qpRK,H4,h4pe,4,H,normal
std_nX9M-o7v2_1706502835871_58,nX9M-o7v2,L8,l8pe,4,L,normal
std_fh7m-o268_1706508672561_95,fh7m-o268,H3,h3pe,4,H,normal
std_zAXt-zR2q_1706498377501_48,zAXt-zR2q,L7,l7pe,3,L,normal
std_LTI_xqzw-4CL3_1758451586765_12,xqzw-4CL3,L2,l2pe,4,L,LTI
std_nuHE-sFqz_1732020199556_13,nuHE-sFqz,L1,l1pe,3,L,normal
std_Kyrh-8T8t_1706507195216_15,Kyrh-8T8t,L1,l1pe,3,L,normal
std_4xe4-PW98_1706511509797_63,4xe4-PW98,L9,l9pe,3,L,normal
std_LTI_c6Q3-o7NU_1758451340786_5,c6Q3-o7NU,L2,l2pe,4,L,LTI
std_3Me7-saF7_1732013601720_78,3Me7-saF7,M1,m1pe,4,M,normal
std_LTI_6cXB-r9pz_1758286338506_4,6cXB-r9pz,L2,l2pe,4,L,LTI
std_t9L8-W4cX_1706510862325_29,t9L8-W4cX,L3,l3pe,4,L,normal
std_LTI_t69r-DQxd_1758451526564_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_LTI_Agw2-RzZr_1758451270961_1,Agw2-RzZr,L2,l2pe,4,L,LTI
std_4Enp-DWZA_1706516466682_10,4Enp-DWZA,L1,l1pe,3,L,normal
std_X8ya-K6n6_1732012852268_40,X8ya-K6n6,L3,l3pe,4,L,normal
std_LTI_RA3N-Mrj7_1758286304833_7,RA3N-Mrj7,M3,m3pe,4,M,LTI
std_vCHL-yGbr_1706502537645_45,vCHL-yGbr,L7,l7pe,3,L,normal
std_LTI_xqzw-4CL3_1758451473679_12,xqzw-4CL3,L2,l2pe,4,L,LTI
std_LTI_4QjU-6468_1758286419010_5,4QjU-6468,L2,l2pe,4,L,LTI
std_LTI_rQA8-Zwxi_1758451179663_2,rQA8-Zwxi,L2,l2pe,4,L,LTI
std_N8B8-kcR2_1706514761544_80,N8B8-kcR2,M4,m4pe,4,M,normal
std_jxHT-nECc_1706511432466_59,jxHT-nECc,L9,l9pe,3,L,normal
std_ay23-aysP_1732020214350_16,ay23-aysP,L1,l1pe,3,L,normal
std_F9eh-CE9L_1706510396045_1,F9eh-CE9L,L1,l1pe,3,L,normal
std_LTI_ZNrt-ZJ7w_1758451721206_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_j2a6-2T2Q_1706501847146_4,j2a6-2T2Q,L1,l1pe,3,L,normal
std_3TQP-z78F_1732013557487_76,3TQP-z78F,L9,l9pe,3,L,normal
std_6wDW-YrN4_1706517183766_49,6wDW-YrN4,L8,l8pe,4,L,normal
std_LTI_LWQm-A6wL_1758522538458_5,LWQm-A6wL,H5,h5pe,4,H,LTI
std_rPxg-BrjR_1706502535985_44,rPxg-BrjR,L7,l7pe,3,L,normal
std_cMK7-83Ji_1732021753120_91,cMK7-83Ji,M4,m4pe,4,M,normal
std_AbPJ-q7Hb_1732020296667_20,AbPJ-q7Hb,L1,l1pe,3,L,normal
std_prv8-7b9R_1706501874210_5,prv8-7b9R,L1,l1pe,3,L,normal
std_9MP8-YdC3_1706516503775_14,9MP8-YdC3,L1,l1pe,3,L,normal
std_Kyrh-8T8t_1706507212185_15,Kyrh-8T8t,L1,l1pe,3,L,normal
std_na2k-mX98_1706513837780_30,na2k-mX98,L3,l3pe,4,L,normal
std_vHcB-7t6Z_1706502818566_60,vHcB-7t6Z,L9,l9pe,3,L,normal
std_t26H-CJz3_1706508424599_83,t26H-CJz3,M5,m5pe,4,M,normal
std_69x6-394i_1732012831859_39,69x6-394i,L3,l3pe,4,L,normal
std_9r4q-P2jf_1732012950039_45,9r4q-P2jf,L7,l7pe,3,L,normal
std_Jt76-9Ux4_1706497606814_6,Jt76-9Ux4,L1,l1pe,3,L,normal
std_de64-EyTX_1706510452208_5,de64-EyTX,L1,l1pe,3,L,normal
std_N8Vm-Tc8r_1706513335752_2,N8Vm-Tc8r,L1,l1pe,3,L,normal
std_4ojs-7YBg_1706499367669_95,4ojs-7YBg,H3,h3pe,4,H,normal
std_7RMv-RdXp_1706507720249_44,7RMv-RdXp,L7,l7pe,3,L,normal
std_CAyC-w739_1706498177648_38,CAyC-w739,L7,l7pe,3,L,normal
std_ajPR-WKH2_1706499408971_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_oRdF-nWEx_1706514749165_79,oRdF-nWEx,M4,m4pe,4,M,normal
std_LkL6-47eL_1706508421620_81,LkL6-47eL,M5,m5pe,4,M,normal
std_C76B-8u2v_1706502375341_31,C76B-8u2v,L3,l3pe,4,L,normal
std_oU7Y-m468_1706502496060_41,oU7Y-m468,L7,l7pe,3,L,normal
std_p6XN-CYtE_1732013330444_64,p6XN-CYtE,L8,l8pe,4,L,normal
std_43LZ-uy3V_1732012977849_47,43LZ-uy3V,L7,l7pe,3,L,normal
std_LTI_ZNrt-ZJ7w_1758451654427_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_2KEe-HFKQ_1732020209094_7,2KEe-HFKQ,H4,h4pe,4,H,normal
std_8DvP-Rop7_1706517293141_57,8DvP-Rop7,L8,l8pe,4,L,normal
std_RYEd-JDwT_1706507557352_35,RYEd-JDwT,L7,l7pe,3,L,normal
std_LTI_GkZT-uv39_1758451665727_13,GkZT-uv39,L2,l2pe,4,L,LTI
std_KiTw-inwD_1706511484400_65,KiTw-inwD,L9,l9pe,3,L,normal
std_LTI_b437-F2hD_1758451338823_6,b437-F2hD,L2,l2pe,4,L,LTI
std_N8Vm-Tc8r_1706513349558_2,N8Vm-Tc8r,L1,l1pe,3,L,normal
std_f2Wn-R86B_1706520901224_79,f2Wn-R86B,M4,m4pe,4,M,normal
std_yYwV-zktv_1706502593963_48,yYwV-zktv,L7,l7pe,3,L,normal
std_hyxg-U6fk_1706501814642_3,hyxg-U6fk,L1,l1pe,3,L,normal
std_LTI_ARaE-7k2J_1758286248002_3,ARaE-7k2J,L2,l2pe,4,L,LTI
std_buMn-GWkg_1732020798090_46,buMn-GWkg,L7,l7pe,3,L,normal
std_876u-Cy6H_1706499182267_91,876u-Cy6H,H2,h2pe,4,H,normal
std_n696-FycF_1732013289516_61,n696-FycF,L8,l8pe,4,L,normal
std_MU6F-e73F_1706507788132_46,MU6F-e73F,L7,l7pe,3,L,normal
std_qWLP-BhQm_1706507157174_12,qWLP-BhQm,L1,l1pe,3,L,normal
std_LTI_7Tpj-sksu_1758451479414_11,7Tpj-sksu,L2,l2pe,4,L,LTI
std_Y9pz-4z26_1706502886651_65,Y9pz-4z26,L9,l9pe,3,L,normal
std_haKy-qpRK_1706503584697_97,haKy-qpRK,H4,h4pe,4,H,normal
std_LTI_46jN-dg3C_1758522472025_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_qzgR-hqH4_1706502338268_32,qzgR-hqH4,L3,l3pe,4,L,normal
std_qkJN-m62w_1706513339668_3,qkJN-m62w,L1,l1pe,3,L,normal
std_LTI_4QjU-6468_1758286324849_5,4QjU-6468,L2,l2pe,4,L,LTI
std_mDFM-p6U3_1706517682797_79,mDFM-p6U3,M4,m4pe,4,M,normal
std_X8T9-yP2k_1706511969596_84,X8T9-yP2k,M5,m5pe,4,M,normal
std_McED-26z7_1706502696206_51,McED-26z7,L8,l8pe,4,L,normal
std_LTI_t69r-DQxd_1758451443524_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_AbPJ-q7Hb_1732020315789_20,AbPJ-q7Hb,L1,l1pe,3,L,normal
std_dqNL-JLPj_1706502692041_53,dqNL-JLPj,L8,l8pe,4,L,normal
std_8DvP-Rop7_1706517262413_57,8DvP-Rop7,L8,l8pe,4,L,normal
std_c82f-gikt_1732020145152_10,c82f-gikt,L1,l1pe,3,L,normal
std_Gf4X-2H3f_1706520760042_70,Gf4X-2H3f,M1,m1pe,4,M,normal
std_vdo6-tZAu_1706514115070_46,vdo6-tZAu,L7,l7pe,3,L,normal
std_LTI_36t7-FaWB_1758451725942_21,36t7-FaWB,L2,l2pe,4,L,LTI
std_haKy-qpRK_1706503535954_97,haKy-qpRK,H4,h4pe,4,H,normal
std_LTI_4QjU-6468_1758286288807_5,4QjU-6468,L2,l2pe,4,L,LTI
std_7RMv-RdXp_1706507724435_44,7RMv-RdXp,L7,l7pe,3,L,normal
std_Fkwj-N7e9_1706499448300_100,Fkwj-N7e9,H6,h6pe,4,H,normal
std_9CMc-TP23_1706511377269_58,9CMc-TP23,L8,l8pe,4,L,normal
std_9pF4-L8GC_1732013709652_84,9pF4-L8GC,M2,m2pe,4,M,normal
std_ALFj-73m6_1706502956812_66,ALFj-73m6,L9,l9pe,3,L,normal
std_NwsH-B97N_1732020804521_45,NwsH-B97N,L7,l7pe,3,L,normal
std_64P8-i6n3_1706503417750_89,64P8-i6n3,H1,h1pe,4,H,normal
std_J87h-KrL9_1732020874161_49,J87h-KrL9,L7,l7pe,3,L,normal
std_Y3Cx-W8c3_1706508437273_82,Y3Cx-W8c3,M5,m5pe,4,M,normal
std_PaR4-Ytgc_1706502306109_30,PaR4-Ytgc,L3,l3pe,4,L,normal
std_Y3p4-qkh3_1732021502480_78,Y3p4-qkh3,M1,m1pe,4,M,normal
std_8Q8r-udQD_1732013920429_93,8Q8r-udQD,M4,m4pe,4,M,normal
std_LTI_RaL9-a3Bu_1758451637201_18,RaL9-a3Bu,L2,l2pe,4,L,LTI
std_LTI_6cXB-r9pz_1758286328162_4,6cXB-r9pz,L2,l2pe,4,L,LTI
std_LTI_RA3N-Mrj7_1758286633854_7,RA3N-Mrj7,M3,m3pe,4,M,LTI
std_LTI_xqzw-4CL3_1758451666340_12,xqzw-4CL3,L2,l2pe,4,L,LTI
std_LTI_Agw2-RzZr_1758451297519_1,Agw2-RzZr,L2,l2pe,4,L,LTI
std_osV8-MWLk_1706510932880_31,osV8-MWLk,L3,l3pe,4,L,normal
std_JqP8-6T3K_1706502696869_52,JqP8-6T3K,L8,l8pe,4,L,normal
std_f6Zq-VTX3_1732021753819_92,f6Zq-VTX3,M4,m4pe,4,M,normal
std_4bBN-Hf7o_1706511640818_70,4bBN-Hf7o,M1,m1pe,4,M,normal
std_9cMC-xGsd_1706514796821_83,9cMC-xGsd,M5,m5pe,4,M,normal
std_3df7-4Fd7_1732013383191_67,3df7-4Fd7,L8,l8pe,4,L,normal
std_4R29-bync_1706517751756_80,4R29-bync,M4,m4pe,4,M,normal
std_sLn6-h24m_1732021410466_75,sLn6-h24m,L9,l9pe,3,L,normal
std_3zBJ-9gNz_1706507993170_58,3zBJ-9gNz,L8,l8pe,4,L,normal
std_Vo38-7p4n_1706501993636_14,Vo38-7p4n,L1,l1pe,3,L,normal
std_haKy-qpRK_1706503507852_97,haKy-qpRK,H4,h4pe,4,H,normal
std_rdU4-HR3c_1706497779581_13,rdU4-HR3c,L1,l1pe,3,L,normal
std_646K-UEow_1706499257573_93,646K-UEow,H3,h3pe,4,H,normal
std_b9u9-L9vj_1706514276842_53,b9u9-L9vj,L8,l8pe,4,L,normal
std_DUi4-kFCY_1706507539747_34,DUi4-kFCY,L7,l7pe,3,L,normal
std_h9o4-uc4K_1706499236074_84,h9o4-uc4K,M5,m5pe,4,M,normal
std_Wa9U-iJ8P_1706506972663_2,Wa9U-iJ8P,L1,l1pe,3,L,normal
std_bi6i-6VnE_1706516837486_29,bi6i-6VnE,L3,l3pe,4,L,normal
std_WvGY-9nmy_1706517558909_70,WvGY-9nmy,M1,m1pe,4,M,normal
std_LTI_4QjU-6468_1758286368829_5,4QjU-6468,L2,l2pe,4,L,LTI
std_yJ9F-QpQ7_1706512004627_82,yJ9F-QpQ7,M5,m5pe,4,M,normal
std_LTI_cd3j-McVo_1758451481505_8,cd3j-McVo,L2,l2pe,4,L,LTI
std_yhvj-ZpET_1706514310117_55,yhvj-ZpET,L8,l8pe,4,L,normal
std_LTI_6rAq-Y74G_1758451325672_7,6rAq-Y74G,L2,l2pe,4,L,LTI
std_LTI_RA3N-Mrj7_1758286299463_7,RA3N-Mrj7,M3,m3pe,4,M,LTI
std_2Z92-JuV2_1706513330032_1,2Z92-JuV2,L1,l1pe,3,L,normal
std_kr3N-Vq7c_1706498410763_50,kr3N-Vq7c,L8,l8pe,4,L,normal
std_e6tV-P8P2_1706503549314_92,e6tV-P8P2,H3,h3pe,4,H,normal
std_LTI_cZF2-TV3s_1758286443434_6,cZF2-TV3s,M3,m3pe,4,M,LTI
std_jd4Y-8hi8_1732013929052_94,jd4Y-8hi8,M5,m5pe,4,M,normal
std_LTI_b437-F2hD_1758451268120_6,b437-F2hD,L2,l2pe,4,L,LTI
std_Fn6U-o46b_1706511331200_54,Fn6U-o46b,L8,l8pe,4,L,normal
std_cbuF-tsTb_1706502956982_64,cbuF-tsTb,L9,l9pe,3,L,normal
std_LTI_6Zc7-q8fh_1758452025820_26,6Zc7-q8fh,M3,m3pe,4,M,LTI
std_njJP-9E6L_1706514557483_69,njJP-9E6L,M1,m1pe,4,M,normal
std_ZE7m-grco_1706503091927_73,ZE7m-grco,M2,m2pe,4,M,normal
std_ALFj-73m6_1706502922265_66,ALFj-73m6,L9,l9pe,3,L,normal
std_9K8z-bdGx_1706510559817_11,9K8z-bdGx,L1,l1pe,3,L,normal
std_upZP-c9TC_1706502506516_42,upZP-c9TC,L7,l7pe,3,L,normal
std_T9t4-ELH7_1732012252978_7,T9t4-ELH7,H4,h4pe,4,H,normal
std_876u-Cy6H_1706499206276_91,876u-Cy6H,H2,h2pe,4,H,normal
std_yYwV-zktv_1706502634745_48,yYwV-zktv,L7,l7pe,3,L,normal
std_yoxg-Q6Wd_1706513965080_36,yoxg-Q6Wd,L7,l7pe,3,L,normal
std_LTI_rQA8-Zwxi_1758451137909_2,rQA8-Zwxi,L2,l2pe,4,L,LTI
std_wm46-ALEg_1706498105177_32,wm46-ALEg,L3,l3pe,4,L,normal
std_msiA-2sRW_1732021004293_55,msiA-2sRW,L7,l7pe,3,L,normal
std_wKUC-Ue79_1732013473601_72,wKUC-Ue79,L9,l9pe,3,L,normal
std_Vo38-7p4n_1706501960320_14,Vo38-7p4n,L1,l1pe,3,L,normal
std_Jt76-9Ux4_1706497625220_6,Jt76-9Ux4,L1,l1pe,3,L,normal
std_3Ges-9tjb_1706507778106_47,3Ges-9tjb,L7,l7pe,3,L,normal
std_LTI_ezF6-Ykv3_1758286685812_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_qK6H-69p3_1706514773431_81,qK6H-69p3,M5,m5pe,4,M,normal
std_ViKC-GXK9_1706508589588_91,ViKC-GXK9,H2,h2pe,4,H,normal
std_Vyhm-Nt9x_1706499262642_89,Vyhm-Nt9x,H1,h1pe,4,H,normal
std_fgrf-UvCg_1706498360048_49,fgrf-UvCg,L8,l8pe,4,L,normal
std_PJvU-onK7_1706497801010_15,PJvU-onK7,L1,l1pe,3,L,normal
std_ViKC-GXK9_1706508577034_91,ViKC-GXK9,H2,h2pe,4,H,normal
std_dKcG-EpRK_1706498104221_34,dKcG-EpRK,L7,l7pe,3,L,normal
std_3Y74-Dhw4_1706503456019_85,3Y74-Dhw4,H1,h1pe,4,H,normal
std_LTI_Qd29-XVP9_1758286265002_2,Qd29-XVP9,L2,l2pe,4,L,LTI
std_LTI_ZNrt-ZJ7w_1758451674551_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_ajPR-WKH2_1706499412442_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_LKih-68rt_1706514504932_67,LKih-68rt,L9,l9pe,3,L,normal
std_232H-GsRM_1706499245626_94,232H-GsRM,H3,h3pe,4,H,normal
std_C76B-8u2v_1706502315147_31,C76B-8u2v,L3,l3pe,4,L,normal
std_AYQV-X7zQ_1706498776529_68,AYQV-X7zQ,L9,l9pe,3,L,normal
std_94GC-itkq_1706510533483_12,94GC-itkq,L1,l1pe,3,L,normal
std_LTI_cZF2-TV3s_1758286614203_6,cZF2-TV3s,M3,m3pe,4,M,LTI
std_LTI_6rAq-Y74G_1758451523940_7,6rAq-Y74G,L2,l2pe,4,L,LTI
std_Fc78-7ekF_1732021087513_59,Fc78-7ekF,L8,l8pe,4,L,normal
std_27kh-cVv4_1706497736951_14,27kh-cVv4,L1,l1pe,3,L,normal
std_46pV-i787_1706502664423_50,46pV-i787,L8,l8pe,4,L,normal
std_JC97-2nd9_1706514457177_64,JC97-2nd9,L9,l9pe,3,L,normal
std_CQf9-txLV_1706507811888_48,CQf9-txLV,L7,l7pe,3,L,normal
std_GaVU-Qg47_1706497568987_3,GaVU-Qg47,L1,l1pe,3,L,normal
std_LTI_jU2H-W2Lo_1758522505675_4,jU2H-W2Lo,H5,h5pe,4,H,LTI
std_9kTK-ujF2_1706497683426_9,9kTK-ujF2,L1,l1pe,3,L,normal
std_8scf-26gL_1732013104570_53,8scf-26gL,L7,l7pe,3,L,normal
std_cbuF-tsTb_1706502951539_64,cbuF-tsTb,L9,l9pe,3,L,normal
std_e6tV-P8P2_1706503519022_92,e6tV-P8P2,H3,h3pe,4,H,normal
std_LTI_ZNrt-ZJ7w_1758451638547_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_avzL-p46h_1706508093771_63,avzL-p46h,L9,l9pe,3,L,normal
std_Wm4Q-iro2_1706502997125_70,Wm4Q-iro2,M1,m1pe,4,M,normal
std_o2zy-2aB4_1706510972959_38,o2zy-2aB4,L7,l7pe,3,L,normal
std_LTI_Hxge-FW6a_1758451591321_16,Hxge-FW6a,L2,l2pe,4,L,LTI
std_bi6i-6VnE_1706516802409_29,bi6i-6VnE,L3,l3pe,4,L,normal
std_LTI_ARaE-7k2J_1758286221009_3,ARaE-7k2J,L2,l2pe,4,L,LTI
std_LTI_By42-wjgj_1758451687121_14,By42-wjgj,L2,l2pe,4,L,LTI
std_9wMf-xJtK_1706502856358_61,9wMf-xJtK,L9,l9pe,3,L,normal
std_a7Me-pTtL_1706507931964_54,a7Me-pTtL,L8,l8pe,4,L,normal
std_qVNP-37ng_1732020953347_54,qVNP-37ng,L7,l7pe,3,L,normal
std_kNF8-tJR6_1732021258409_66,kNF8-tJR6,L8,l8pe,4,L,normal
std_LTI_LWQm-A6wL_1758522416568_5,LWQm-A6wL,H5,h5pe,4,H,LTI
