extuserid,classcode,classid,invid,tchextuserid,category,category_type
s42_1736229879262_31,HWuC-Gsyt,1008ac19-4cd2-4b5f-b5a2-642791e3a599,a27fdb2b-a2f5-4959-bf0f-71248eeea68b,tch_H1_20241220-120126_13,H1,H
s42_1735799020765_9,987k-oLky,40315bf9-3fa8-4190-b64a-f6e4040a6f22,27b086d5-4e16-4db3-81e2-3bce67af043f,tch_L9_20241114-154555_9,L9,L
s42_1736228031012_46,L8TK-QH7g,6c22cc93-7fc9-4516-9f5f-6cd1f0ca8ab9,7ceb19ec-1337-4bb6-b984-a6ae2dabd514,tch_L2_20241219-114559_4,L2,L
s42_1735793065717_24,7t8u-3u7Q,cdb93d5a-5b1b-4f02-bb55-2e704bef9dfe,fdcf6ba5-abf6-4115-955f-5af4711ac696,tch_L8_20241219-122125_8,L8,L
s42_1735810595756_22,RMe6-pjP2,bfd75004-8e22-4cac-843c-c13431468479,4b645862-7b82-4c09-88f1-3c0c4398cc0d,tch_M5_20241211-114436_12,M5,M
s42_1735629932873_13,F7x6-y2CX,adf0bc6d-5b4e-46b4-927c-f45346953a12,7572ced3-a3e9-4f47-b84b-954ebe552086,tch_L7_20241114-143802_6,L7,L
s42_1735803185669_25,96zs-D86w,3a57f8ce-abeb-46fd-8fd2-3a0d932fae51,ce2e6271-d189-40ab-a91a-4c6ab3db08fb,tch_M2_20241219-124752_10,M2,M
s42_1735629277376_28,P9cP-LC6U,582f7494-7ab1-4f03-a671-e44272de8e82,948bf687-37d9-4bea-9fbe-39d367550fd9,tch_L3_20241220-102523_5,L3,L
s42_1736225039984_38,Cqpg-3Pch,8d8fd319-72cd-4e7c-9a98-ec58a1828ca8,d4c60b01-6f7a-4f8e-b115-699be7d5be15,tch_L1_20241219-101523_2,L1,L
s42_1735630591261_48,sw3o-mkeK,3a11670b-73ec-4e2e-af20-8af3df1088de,47a6584f-01d6-4d83-bf3e-64cef178d6a9,tch_L7_20241219-122125_7,L7,L
s42_1736229076485_11,9WEJ-C9Wg,8dbd30a2-fd96-4e8d-8ce5-1ae8e03b29f9,5b03a3cc-a5d5-4908-8be8-991ff8ee99bb,tch_H1_20241118-095649_13,H1,H
s42_1736229629991_26,pctw-N8jq,764072e9-8510-496d-8e2a-4d2f0a47bf84,473c27ae-1dc0-46af-9136-c6a2a40b4bbd,tch_H1_20241219-130914_13,H1,H
s42_1735630238709_29,3o28-PcFe,68941fa3-eb71-4410-9f4a-4a034bcb1555,51b4e6b4-f42a-4466-bf20-6075564b5b03,tch_L7_20241211-104452_7,L7,L
s42_1735810189117_14,68z6-N2Hy,75b55ecd-a969-423a-af51-6ae3bae35890,b9608f89-0c64-425d-80fa-df1e1071aaca,tch_M5_20241119-125944_12,M5,M
s42_1736225295350_51,YR78-pjA4,b7a9a250-f2be-49fe-9bc4-beef3c74d096,ec1717f1-3704-4c17-9d65-92bbbc91ba6a,tch_L1_20241219-130914_1,L1,L
s42_1735807320940_2,F6Rm-7g49,335e8314-d84b-4287-bd8f-783e97a9b489,50b26057-0b35-43cb-85e5-894fc3025789,tch_M3_20241114-105717_11,M3,M
s42_1735807659104_9,4Kbk-xUbN,015c9580-31cf-4ca8-93cc-d8198c5216b5,ca5c5d8b-a570-4fd5-a195-ac01d1a84beb,tch_M3_20241114-154555_11,M3,M
s42_1736224381078_2,3L3b-4pEB,2ae8676d-4c03-4366-83a5-3ef82d3ae23c,c44d53a5-448f-4fc9-b400-f8c07cd51b37,tch_L1_20241114-102050_2,L1,L
s42_1735630084877_18,7mGg-p39f,6d50345b-f90f-46c6-af11-3063d793c5b3,0eead436-65a2-4a71-ae34-4ed7f20e1e8d,tch_L7_20241114-154555_6,L7,L
s42_1736227808107_37,Ho47-k489,5b204506-381b-47a4-92a1-bb5f24381d37,ee8b9cf3-3b61-431b-b679-40f2371cf94a,tch_L2_20241219-101523_4,L2,L
s42_1735808769025_30,ERUw-NCK7,ea62e409-ba06-46a3-bfa1-ea2daee95b49,ca10f22e-1bcb-4e84-a468-238ea6066320,tch_M3_20241220-112940_11,M3,M
s42_1736228230774_58,8NcG-j28X,713ec8e3-5168-4f02-924a-183fa21f66fd,64606c1f-8ee9-4c41-a6f4-7bf0d1254618,tch_L2_20241220-104739_4,L2,L
s42_1735630620774_48,sw3o-mkeK,3a11670b-73ec-4e2e-af20-8af3df1088de,cdeaf6af-1e07-4cb2-b3ca-31e8d6cf078b,tch_L7_20241219-122125_7,L7,L
s42_1735630626030_49,hY9k-Y367,40dab761-5f54-40ca-a3b9-c51961792429,4c7743e3-bf3f-4302-a2dd-d5779344dee7,tch_L7_20241219-124752_6,L7,L
s42_1735628954569_11,FG6E-v4fM,16060682-a72e-46b1-a1e8-b139b7aa508e,3ab29f6d-9376-48c2-8a82-517733b27a26,tch_L3_20241118-095649_5,L3,L
s42_1736224402091_4,MH3f-j7Rk,f0cd8f2c-a507-4b6a-a1b0-f18e7136fcc7,727e90f4-3d10-4e6a-a1e2-18deef3478ff,tch_L1_20241114-105717_2,L1,L
s42_1736229240941_16,tyVu-ZFJ6,f1b21a4c-547c-4773-a5eb-0f9c4aea0228,cfa2c375-5f1b-4314-8fca-5a795b70d423,tch_H1_20241211-111527_13,H1,H
s42_1735802997744_21,V9Xi-b8gX,cd2e005a-0014-4136-8521-64627c9e7b1f,7a7599c0-e3ce-4102-ac44-efa9ae0b1def,tch_M2_20241219-111930_10,M2,M
s42_1735792265683_9,DTRJ-Ayvj,cedbfcf9-ae30-46e7-8609-3cce741cb096,74d60108-f4f8-4001-af83-618e610bac43,tch_L8_20241114-154555_8,L8,L
s42_1736224671665_16,ap8m-MjiH,ba0e2bd5-a9be-4b69-a519-9b7b26ef3119,34687919-8033-44f1-8e8b-95208e6cc8b0,tch_L1_20241114-152217_2,L1,L
s42_1735630411441_35,U2sL-ZVNe,2dbebf0a-c12c-4165-98da-79c5f367b15e,ccc7cd98-d215-405b-b80f-3b8fb1dcd638,tch_L7_20241211-123805_6,L7,L
s42_1736225206152_46,MFzZ-28o7,1c1d4b78-31b2-4b58-896e-daa9aa65b87c,18616b32-4a22-4cd0-84c8-6684cf97fca8,tch_L1_20241219-114559_2,L1,L
s42_1735798862096_6,T3U6-cLoP,562e0339-2acf-4fae-b602-8694aecafa6e,436224b2-e548-4f70-ae5b-99874813767a,tch_L9_20241114-134749_9,L9,L
s42_1736225141430_45,4cj2-KFCR,f84eb8cd-b7b1-4932-9408-d05c37bc9690,a80f56f1-56a7-43fb-8bb0-1df04e57e8c2,tch_L1_20241219-114559_1,L1,L
s42_1736225219253_46,MFzZ-28o7,1c1d4b78-31b2-4b58-896e-daa9aa65b87c,dd673d4e-68eb-44f9-be54-0eda831f1740,tch_L1_20241219-114559_2,L1,L
s42_1735630291563_29,3o28-PcFe,68941fa3-eb71-4410-9f4a-4a034bcb1555,a5fca655-f99c-4c2b-80fc-9f560341a339,tch_L7_20241211-104452_7,L7,L
s42_1735630052749_19,3amu-gZyK,31ae0983-fd56-4f49-8aa9-91dec344226a,812447b1-15a8-4dcf-9454-b4c5a192dd39,tch_L7_20241114-161323_6,L7,L
s42_1735629291735_28,P9cP-LC6U,582f7494-7ab1-4f03-a671-e44272de8e82,3e1a80e9-357a-4dcf-ae12-95193c66df24,tch_L3_20241220-102523_5,L3,L
s42_1735629211109_22,HTmu-3cVa,67efcf7c-cdac-4f4d-84a2-bac3c38cae06,f02c8e98-8734-407c-91d7-ffd9361634f9,tch_L3_20241211-114436_5,L3,L
s42_1735810794678_27,y8eo-RXn4,8c47de9f-2d58-42d5-beb1-cce1ad937c31,16216847-08c1-4ab7-869d-c0dc278e3ca8,tch_M5_20241220-095811_12,M5,M
s42_1735630663398_49,hY9k-Y367,40dab761-5f54-40ca-a3b9-c51961792429,74cc12dd-2983-40c4-bff1-5bba3966d775,tch_L7_20241219-124752_6,L7,L
s42_1736229670118_25,jT9U-rYfV,a32cde0c-de02-4803-86b4-aa2e1cd8a78e,a386930e-b10e-4d2a-97ab-a00b0246d488,tch_H1_20241219-124752_13,H1,H
s42_1735793399177_30,oXM9-23zi,eb36d0fd-2c21-4025-81d8-7f7a27326198,cca04c0a-8620-4448-8d98-16835d57cbbb,tch_L8_20241220-112940_8,L8,L
s42_1736224606364_14,LPTB-j9pU,c28aceb9-e526-44c6-9ebf-2636e1ffe098,94f786fe-256e-41b5-b7ee-2270fde019c2,tch_L1_20241114-143802_2,L1,L
s42_1735803301219_27,njBf-3tcd,5f7d84d7-ee56-4530-b3b4-15d92f5d0750,f18cb781-ddb2-4eb5-bb29-ee2efa572a34,tch_M2_20241220-095811_10,M2,M
s42_1735799529983_20,F3Rj-u8Tf,8a5eca2d-bc19-4cd3-8de9-e84ab1807d35,e85f5f30-550b-4068-8cb5-9fd410e6a908,tch_L9_20241219-105858_9,L9,L
s42_1735792079869_4,p9o7-Ff7L,31f0ef5a-b871-4233-9922-98dd158ff953,0ddaf9af-6d22-4905-ac20-9317d729a2eb,tch_L8_20241114-122355_8,L8,L
s42_1735630487346_43,GHsz-qaj6,c7e2c7aa-3d89-44e3-af9a-dd3c691f40a2,afd7ecb8-4b8b-4d65-9fae-cc0311f2fce6,tch_L7_20241211-114436_6,L7,L
s42_1735630918185_62,uA2q-Bdxd,8422b732-c39f-4f9f-ada2-0cb64b6f9187,2e99205e-2a2d-4d7c-83e8-9464c3f1e1b3,tch_L7_20241220-120126_7,L7,L
s42_1735799665750_22,8itR-rvAa,a6e2b11b-bbbe-4155-be88-e717977a9cd8,065b8a16-8510-4795-8003-3e96b666e73d,tch_L9_20241211-114436_9,L9,L
s42_1735811040948_31,pBnD-2j49,a185c741-2f2d-46ec-b0cb-692bef5538bc,3999f7b9-60a6-494d-9b06-4cc8cbab6282,tch_M5_20241220-120126_12,M5,M
s42_1735630848628_57,rDtE-saLU,1e6afbd1-c423-4889-8322-1ac562eb9fe7,c6ec724f-3f65-4b06-ae1a-269968e8adbb,tch_L7_20241220-104739_6,L7,L
s42_1736229714208_26,pctw-N8jq,764072e9-8510-496d-8e2a-4d2f0a47bf84,dde09fc9-6db3-4b95-a428-70b3762f05f6,tch_H1_20241219-130914_13,H1,H
s42_1735810499475_22,RMe6-pjP2,bfd75004-8e22-4cac-843c-c13431468479,f5ae3725-2bf5-49bb-b147-f23268fed08c,tch_M5_20241211-114436_12,M5,M
s42_1735629893933_13,F7x6-y2CX,adf0bc6d-5b4e-46b4-927c-f45346953a12,08dbf966-035f-41b5-94e3-703a1e6b24af,tch_L7_20241114-143802_6,L7,L
s42_1736225334034_53,b8G7-CUFQ,6dc6c34a-f7cd-4c69-a348-597454afae89,d9124b30-210c-4232-9683-667e0ba379b6,tch_L1_20241220-095811_1,L1,L
s42_1735629753207_4,a94o-BNZv,c6aa4dcb-d72c-4fe6-a916-02bdc9742b1b,a5f70040-0b36-4985-9245-0dfc1377ab53,tch_L7_20241114-105717_7,L7,L
s42_1736228207427_56,7u8o-WqUc,e18bb181-5609-4779-a2ad-62f23923d2dd,0643880c-8fed-474e-afc8-a57e5a07fb48,tch_L2_20241220-102523_4,L2,L
s42_1735792385159_11,mcP8-j2WT,eb421090-2025-4291-9e92-0ba4a78bfce7,3ce27e08-a2ec-43be-a506-5d7a89b2edd0,tch_L8_20241118-095649_8,L8,L
s42_1735810754011_26,G2hV-HFdU,d1c01b2a-d2bf-46e0-8e27-9425be941201,4a916126-613b-4e8b-a216-91df8372d7a3,tch_M5_20241219-130914_12,M5,M
s42_1735802805094_16,r2EX-y4Ys,598d4293-32a4-4ec7-b804-d850e9007c8e,7174a74a-d159-43b8-a421-65e0a01c7620,tch_M2_20241211-111527_10,M2,M
s42_1736224702150_23,M8MW-jzwJ,b10359cf-6544-4dee-93ee-d2bb3b0468fe,b2120265-1d08-4ee7-a7da-3dde9b2c9e19,tch_L1_20241118-102254_1,L1,L
s42_1735629779969_3,P436-AMKE,630a024e-81e9-4e52-98cd-7a342261a73a,1510c08f-7217-465a-a52f-6d02c009530e,tch_L7_20241114-105717_6,L7,L
s42_1736224273237_1,B2qE-q42P,c3b70321-effb-4547-9343-ccc35b128ff3,d8d8b05f-6a91-4676-b322-4df8d2b8ba2a,tch_L1_20241114-102050_1,L1,L
s42_1735630202977_27,fhT9-3o68,8308ff76-ad1f-4bda-ae70-39856b3a8115,206dc443-0a46-46e2-84db-502cc798750a,tch_L7_20241119-125944_6,L7,L
s42_1735802055200_1,GDy3-i32h,21334ab4-57f0-4748-a16c-c23382343a7c,d88d421a-8bbc-453d-b399-244d10713efd,tch_M2_20241114-102050_10,M2,M
s42_1736228257259_59,wj3J-RQ9N,85455b03-3a7a-4e33-beec-c2f40c924188,23e8a592-447c-49ad-994c-9e4648a30414,tch_L2_20241220-112940_3,L2,L
s42_1736228157660_53,sBe9-jrx7,9df51c96-39d3-40cc-865a-1bc71d9e4517,d3c874d2-06c2-4f92-bccc-ce07a5320bff,tch_L2_20241220-095811_3,L2,L
s42_1735630934725_61,Q4o6-HXHM,a92d98e1-6138-43a8-84e9-7ec39b07dc8c,f18e05ce-b68e-4cc6-ab03-0b6aca35726b,tch_L7_20241220-120126_6,L7,L
s42_1736224406456_6,2kyz-XRo3,ad27d7b6-3652-4af9-89c6-db843cd498d1,0fb2e9c2-3b01-430f-98e1-fc4ef7919680,tch_L1_20241114-112810_2,L1,L
s42_1735807784423_12,4PVk-CUDR,00d57290-c51e-4916-b4ef-a63375b7dab9,2469c1ce-9fee-4e8e-9b15-7a95e6146645,tch_M3_20241118-102254_11,M3,M
s42_1736228100704_52,7eDo-reo2,a3d3cdb6-2952-4a9c-872e-23c9aedfb985,9a3e72d0-79b0-4c7f-ac46-70bc7d3eb278,tch_L2_20241219-130914_4,L2,L
s42_1735808634419_29,3oPr-Co4C,95aaa92f-1881-44b3-9d44-1fd10fe78ee6,0ef5f1cb-203c-48e9-83f1-0981623cd652,tch_M3_20241220-104739_11,M3,M
s42_1735629341750_31,7WkW-gt8N,26dd1c58-59a4-47bb-afc4-0018a27d30c6,e22f636d-e22d-4fd2-b538-867761a741fe,tch_L3_20241220-120126_5,L3,L
s42_1735629090314_19,q2px-E892,0fbf8c27-682b-4fa2-8b30-7db1f8df5c06,354ea5c0-be1d-41bc-9379-79cfe5e63452,tch_L3_20241219-101523_5,L3,L
s42_1736227701497_29,rATj-pPG9,861b60c8-73ca-4377-bab0-953a0a62234b,cab562a3-a4ba-47bd-b410-22fbae3fa781,tch_L2_20241211-104452_3,L2,L
s42_1736229408378_20,cJ2G-3Tf6,0cee8130-ccda-4f23-8be9-8e512e81cfb9,5f04ee1a-eb38-4f0d-a1d4-54d70ab511da,tch_H1_20241219-105858_13,H1,H
s42_1735799757858_24,C2D3-H4Rp,e77f8d21-f304-4d8e-acb0-5d0edb23e727,b3e1727b-5d34-47c2-80d2-a07aee58ae6a,tch_L9_20241219-122125_9,L9,L
s42_1736227476603_16,EfyX-2X47,718f5ac4-0aa4-4a2f-b071-83d88e43ce4e,a306c2b0-cadd-4ec0-b5e3-b41c29ec9450,tch_L2_20241114-152217_4,L2,L
s42_1735802105314_2,7epa-Faik,b758df83-322b-4482-869c-3f1b29de1a0a,0ce5aa7a-66e5-4340-9151-d651b6ff6232,tch_M2_20241114-105717_10,M2,M
s42_1735802515406_12,742Y-vF4c,75fb3e53-2c84-446b-b617-eae5d3791a8f,d57a3d13-73a5-4870-86d2-24bed61a376a,tch_M2_20241118-102254_10,M2,M
s42_1736224807651_23,M8MW-jzwJ,b10359cf-6544-4dee-93ee-d2bb3b0468fe,154fd15e-97e2-45d7-96dd-81bafb908797,tch_L1_20241118-102254_1,L1,L
s42_1735629786263_3,P436-AMKE,630a024e-81e9-4e52-98cd-7a342261a73a,908c377c-e511-4adc-b5f5-ead1531efd2c,tch_L7_20241114-105717_6,L7,L
s42_1735800033131_30,nu7y-uKF3,dbf5a9c7-22e3-468d-8d3b-b6b30f48ccc5,eaa979f5-960f-4f63-8f2d-befc494d905c,tch_L9_20241220-112940_9,L9,L
s42_1735629139438_21,xg4n-iR9i,fa519d96-cb29-40f8-88e4-15044ff9f730,20ec9d2c-f11e-4e22-817c-6db9d75452dc,tch_L3_20241219-111930_5,L3,L
s42_1736224380063_3,s7Ds-KYQ7,add4051d-8f41-46af-a540-4943652e94d1,f19ad477-b7b0-4e73-9b33-51bf357d0d34,tch_L1_20241114-105717_1,L1,L
s42_1736227980727_46,L8TK-QH7g,6c22cc93-7fc9-4516-9f5f-6cd1f0ca8ab9,89badf29-000d-4bc4-8777-8b87f948777f,tch_L2_20241219-114559_4,L2,L
s42_1735629225346_22,HTmu-3cVa,67efcf7c-cdac-4f4d-84a2-bac3c38cae06,622fb241-34b3-4404-800e-2adf7463a1f6,tch_L3_20241211-114436_5,L3,L
s42_1735630689199_50,qany-aNnd,2e9c776d-50e7-41be-a5dc-af8b1ef783f2,e2db4382-9b17-4e92-9d74-b6bc7667e001,tch_L7_20241219-124752_7,L7,L
s42_1736224903888_29,8J7T-bxP9,b787a090-ef0c-4367-8c54-5ab9df6021af,af7e27a7-a169-4387-a3a9-a04e27089636,tch_L1_20241211-104452_1,L1,L
s42_1735630043299_17,Qxo6-3kjv,0af3837a-a31f-4073-961d-40aaf2bc04b7,cfd95443-fa7b-495f-ab4a-6791e21f82e0,tch_L7_20241114-154555_7,L7,L
s42_1735802019843_1,GDy3-i32h,21334ab4-57f0-4748-a16c-c23382343a7c,aaf9f99a-b2bb-4128-8c18-cce2dba918c7,tch_M2_20241114-102050_10,M2,M
s42_1735792566838_15,F96c-RL8W,5528150f-7c6c-4194-b3ce-b5d124ae8efb,6469258a-1e33-4a87-922e-7763b23f3ed6,tch_L8_20241211-104452_8,L8,L
s42_1735810562123_22,RMe6-pjP2,bfd75004-8e22-4cac-843c-c13431468479,398132e3-e3d9-4cca-8cbb-ffaeb67b88bf,tch_M5_20241211-114436_12,M5,M
s42_1736229678678_26,pctw-N8jq,764072e9-8510-496d-8e2a-4d2f0a47bf84,9139ad74-93b6-41d8-b657-4ea401fbc21b,tch_H1_20241219-130914_13,H1,H
s42_1736224820705_24,7cgx-mQ6X,c38e3b0e-fc67-4b99-abef-e458ed97db00,3369122e-7932-4590-af3c-d670362e5247,tch_L1_20241118-102254_2,L1,L
s42_1736225408993_58,ex9b-27DH,ca8c5c06-18cb-4dad-8515-7dfe5702ffbc,f6f91e0b-169f-4110-a9ff-fe04c9979a39,tch_L1_20241220-104739_2,L1,L
s42_1735629314767_29,V2Yn-N8G7,aefca5e5-2393-4e71-94c7-aeda190dd99c,97b1c36f-3f9b-46fe-834a-2d43eef4a9c4,tch_L3_20241220-104739_5,L3,L
s42_1736228761813_3,4RNe-tUvp,330d8022-3873-4177-95b8-31f95e23678e,ea732ed9-8771-4338-a585-e6639ddd0abc,tch_H1_20241114-112810_13,H1,H
s42_1735810989896_30,HF6H-xjEH,7273320b-f1d0-4688-9b6b-9e92eb565586,59fc539c-080d-4717-82f0-dc293d88a993,tch_M5_20241220-112940_12,M5,M
s42_1735629275070_29,V2Yn-N8G7,aefca5e5-2393-4e71-94c7-aeda190dd99c,13dccf1c-de50-4ac8-bf62-8ad639dfff7b,tch_L3_20241220-104739_5,L3,L
s42_1736229758410_29,yvQ7-fz3V,4dce42b3-b9c0-42fe-b194-1d3bfe4969ac,65fc8657-6448-4ae3-a3cf-7046efbe28f8,tch_H1_20241220-104739_13,H1,H
s42_1736224600428_17,bVX2-fLFd,65fd8ac3-a476-4dce-923d-0c2b0c32ecec,d2464473-b403-40d6-bfcb-061cd0ccc620,tch_L1_20241114-154555_2,L1,L
s42_1735807601294_7,N6xE-QqUx,a7bf3ea9-ffe6-4b07-a975-30dcbb09a194,94ea2c77-2cb2-4297-86e1-d90ffdc52efb,tch_M3_20241114-143802_11,M3,M
s42_1735629274630_26,znQi-C6K9,91e5b702-9470-4a2c-a908-8722a23baa77,2f82c2b8-7563-4284-a036-eca4750f8c7e,tch_L3_20241219-130914_5,L3,L
s42_1735807972213_14,h7TV-2TsN,13ef3a7e-47f9-4242-9222-106bf30bfd58,589c8617-3cba-4582-9461-8483b0069076,tch_M3_20241119-125944_11,M3,M
s42_1735630315072_32,zUbo-k73G,9afebf0b-8179-4c5e-9ba1-ab9a86a6cc8a,3f00e9a0-cbf7-4efb-af65-9368916d6df2,tch_L7_20241211-111527_7,L7,L
s42_1735799848258_26,Fg9V-isc3,273065c3-75dc-4263-a772-5e1e6ca233ec,d649e80e-7abf-4394-bb8b-0f02e13703a0,tch_L9_20241219-130914_9,L9,L
s42_1735630126008_24,o7Ft-9RV2,d36f2fde-3889-485b-a4b3-bcce06d21c9b,47861c4a-a8ed-43f3-bdf9-62488a292b22,tch_L7_20241118-102254_7,L7,L
s42_1736225001638_34,V983-873n,883a437f-3bae-4661-abee-7f3ad003e099,d1b07e5e-ea70-4844-823d-7ceb85be8000,tch_L1_20241211-114436_1,L1,L
s42_1736228376612_61,8PKF-ju6d,45a42e62-981b-4d8c-968b-782083d5cbf2,91f90fbb-b0f2-4ecf-ae67-6cac06ba2487,tch_L2_20241220-120126_3,L2,L
s42_1735803406960_29,bRCx-QxW2,f37e4b4a-6135-4949-bd46-fcafd16d5b20,fe02fbd9-c6b4-41c4-a334-1b3b7c94cc22,tch_M2_20241220-104739_10,M2,M
s42_1735799012847_10,4qRj-Lso3,0ee015bb-adc8-4b1f-99f1-c6685eab7de4,10c8344a-3ec3-4f7c-96f1-07d72a96f8e6,tch_L9_20241114-161323_9,L9,L
s42_1735629707373_4,a94o-BNZv,c6aa4dcb-d72c-4fe6-a916-02bdc9742b1b,08e2cd70-809f-431c-a791-01084bb325a6,tch_L7_20241114-105717_7,L7,L
s42_1736225079174_38,Cqpg-3Pch,8d8fd319-72cd-4e7c-9a98-ec58a1828ca8,a0d6f58d-cdb4-435d-afa0-cbe42ed875f5,tch_L1_20241219-101523_2,L1,L
s42_1735630641443_50,qany-aNnd,2e9c776d-50e7-41be-a5dc-af8b1ef783f2,fc51e77a-e5e6-4bcb-8c85-c3f729b373d7,tch_L7_20241219-124752_7,L7,L
s42_1736225371664_55,yNxJ-b6Vp,e36533ae-eef1-4b9b-8cfd-e907bcede52f,071f83ed-f76e-4501-b8e4-dcb97492dde8,tch_L1_20241220-102523_2,L1,L
s42_1736229290683_16,tyVu-ZFJ6,f1b21a4c-547c-4773-a5eb-0f9c4aea0228,8b980947-f840-436a-b985-f23e93e76627,tch_H1_20241211-111527_13,H1,H
s42_1735807535421_6,2F42-6cLZ,1a88dd9b-20b9-4c18-adba-d079d08bedf7,e185864a-4d8b-4f7b-bb7b-2810e826b520,tch_M3_20241114-134749_11,M3,M
s42_1735807962828_14,h7TV-2TsN,13ef3a7e-47f9-4242-9222-106bf30bfd58,53d8461d-750b-44c0-9a0f-c7d81f718a27,tch_M3_20241119-125944_11,M3,M
s42_1735629004256_14,cUm9-By36,158ee4da-3706-425e-bdf8-fa6b8ac69256,b0e88d74-4caf-44f9-b409-50b0a4a96306,tch_L3_20241119-125944_5,L3,L
s42_1735798734036_3,cf3N-272X,951f91a5-5913-461e-8e94-68c5b5dc3ed9,4a8837dd-d34a-41bd-801c-8b1df0eaf424,tch_L9_20241114-112810_9,L9,L
s42_1736225489416_57,pC6v-97XA,6b5bcc6c-c4f2-4ec9-9ce9-75bc091a932f,415c780d-93a4-4da8-bbf0-01a6dab45373,tch_L1_20241220-104739_1,L1,L
s42_1736224520193_14,LPTB-j9pU,c28aceb9-e526-44c6-9ebf-2636e1ffe098,683517a8-8a8f-41ed-a543-50fed1c3dbb5,tch_L1_20241114-143802_2,L1,L
s42_1735628734434_1,fpif-9q27,daafeae4-08c0-4523-acd1-ef7a88a9364c,2a307ad5-4141-464e-b328-9b79f58e4168,tch_L3_20241114-102050_5,L3,L
s42_1736225291548_52,7N7x-2KEm,527d843a-2c2b-4d29-a5f3-619ff3dd0c1f,8113a300-0ac5-488e-a680-48d2089366db,tch_L1_20241219-130914_2,L1,L
s42_1735798793942_4,dH49-3b78,94a8ba92-d8b3-4aeb-8409-7f715bc09bd7,00921977-be13-463c-aa2e-c9d31df247e4,tch_L9_20241114-122355_9,L9,L
s42_1735802544750_12,742Y-vF4c,75fb3e53-2c84-446b-b617-eae5d3791a8f,743ac018-daa6-41c3-96b2-f24a05428fb6,tch_M2_20241118-102254_10,M2,M
s42_1735808114883_18,29r2-BhoP,cdd630a8-186e-45b0-9429-16c5e6743434,ed8d55d9-72df-478d-948d-bbf05b49ffcd,tch_M3_20241211-123805_11,M3,M
s42_1736228869839_7,6KTB-2ve8,11e80af1-55a1-43e3-9cea-e4b30c2361b1,7ca431bc-02ba-48df-adb2-4a07e5027451,tch_H1_20241114-143802_13,H1,H
s42_1735810599923_22,RMe6-pjP2,bfd75004-8e22-4cac-843c-c13431468479,b632e057-3a0b-46d4-93fb-b0ade206f918,tch_M5_20241211-114436_12,M5,M
s42_1736225110854_40,27g7-UMKd,b17d5ea4-7b8b-4591-862c-55d568256416,326361e6-4cd0-4dee-92f6-ceded2a695fc,tch_L1_20241219-105858_1,L1,L
s42_1736224668063_21,a6fx-kLyo,9c69730e-2daa-424b-a4fd-2e4f8daf972c,f8a91a5b-7f2e-4c53-9225-ceae4d20feef,tch_L1_20241118-095649_1,L1,L
s42_1735799276332_15,XAq9-w8pT,9527e661-2b4f-4734-9e29-71741fb8cdf5,30f97dd0-d321-4604-aa4d-1ec312c6555f,tch_L9_20241211-104452_9,L9,L
s42_1735629082403_17,HTmu-3cVa,67efcf7c-cdac-4f4d-84a2-bac3c38cae06,d4bc7e3d-4b5e-4823-ae4e-f19007ec18ae,tch_L3_20241211-114436_5,L3,L
s42_1735629998160_17,Qxo6-3kjv,0af3837a-a31f-4073-961d-40aaf2bc04b7,ba14113b-c52c-4578-86db-d8fc449311d0,tch_L7_20241114-154555_7,L7,L
s42_1735792038916_4,p9o7-Ff7L,31f0ef5a-b871-4233-9922-98dd158ff953,bac2eb17-09cf-4559-9e57-77c49f3f8749,tch_L8_20241114-122355_8,L8,L
s42_1736227421808_13,4aU9-g32g,fa3f9b3f-7205-4c0d-b3d7-57ce8450ce29,b7e05d7e-3b80-43c7-a3b4-3971a3d647e1,tch_L2_20241114-143802_3,L2,L
s42_1736224943047_30,ZtYV-kDbK,5d180093-9e6b-4470-88be-945940a4e6c1,bdd36a6b-d00d-40db-84f9-c50aa0808d66,tch_L1_20241211-104452_2,L1,L
s42_1735799216551_13,oFdr-ozr4,114c271f-185f-4674-b889-1b8bfde810a0,cca9e4c5-8e81-4fd6-afb5-94157b70048f,tch_L9_20241119-123357_9,L9,L
s42_1735630265071_30,Nnkm-rzLp,c0f74896-1433-44d5-8432-1d540b44799f,d27768c2-8db6-416b-8d27-adabff03b63f,tch_L7_20241211-104452_6,L7,L
s42_1736224868489_27,uLuh-UVhq,dc886f7a-4a86-46f6-9c95-5e7d0f15843b,ccc2e96b-1801-4751-9e8f-a9c747646373,tch_L1_20241119-125944_1,L1,L
s42_1735629296289_27,v24i-q784,aceb1529-64e2-43db-809d-9f1cc9cf8478,220d03f1-94e6-403e-a862-366fff6fe8e8,tch_L3_20241220-095811_5,L3,L
s42_1736227329612_12,8m4Z-FE4i,dec012df-fa06-43ab-986a-207293e1e546,0ae10525-370f-4dd4-9fc3-f212824c66a3,tch_L2_20241114-134749_4,L2,L
s42_1735630734023_53,RWtK-8Mp9,aac8191c-b2a0-4dec-8c3e-c021b5e26615,ef8bee65-0aae-4b15-b2de-b868ecd7aa56,tch_L7_20241220-095811_6,L7,L
s42_1735810866168_28,7w3E-PW4i,4d97e23f-746f-4855-ac1b-bb2409b13a05,e4ecffdb-c302-4637-af30-add2105768e7,tch_M5_20241220-102523_12,M5,M
